Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
06/22/2021;Ride;Hybride Red Bull Multisport (2006); 880/2112 terug;45.78;68;01:36:38;01:31:13;17:03:22;Tuesday;30.1;42.8;16;0;13;1,416;772;57;5;1;17;;;;Everyone;36.35;;;Garmin Edge 520 Plus;5511970096
06/22/2021;Ride;Hybride Red Bull Multisport (2006); Ochtendrit;13.62;12;07:25:35;00:40:12;09:21:28;Tuesday;20.3;28.1;6;-3;14;303;138;11;5;1;;;;Yes;Only you;0.02;;;Garmin Edge 520 Plus;5511969832
06/22/2021;Ride;Hybride Red Bull Multisport (2006); 880/2112 heen;54.14;58;02:00:11;02:00:11;05:23:38;Tuesday;27.0;34.6;11;-11;9;1,428;774;59;16;1;17;;;;Everyone;36.33;;;Garmin Edge 520 Plus;5509402325
06/20/2021;Ride;Hybride Red Bull Multisport (2006); Avondrit;20.48;16;03:08:45;00:57:45;19:36:06;Sunday;21.3;30.2;25;5;16;476;225;11;;1;;;;Yes;Only you;1.16;;;Garmin Edge 520 Plus;5505712505
06/20/2021;Ride;Hybride Red Bull Multisport (2006); Middagrit;10.57;62;01:34:00;00:46:10;12:52:15;Sunday;13.7;31.7;81;53;23;206;110;8;5;1;;;;Yes;Only you;1.75;;;Garmin Edge 520 Plus;5505712535
06/19/2021;Ride;Hybride Red Bull Multisport (2006); Middagrit;14.46;46;02:21:05;01:32:07;13:41:42;Saturday;9.4;25.2;27;4;21;272;127;13;12;1;;;1;Yes;Only you;0.01;;Yes;Garmin Edge 520 Plus;5495646116
06/17/2021;Ride;Hybride Red Bull Multisport (2006); 879/2111 terug;71.76;119;02:57:35;02:47:15;15:46:43;Thursday;25.7;42.8;10;-10;23;1,869;1,013;81;81;1;21;;1;;Everyone;45.12;;;Garmin Edge 520 Plus;5486306761
06/17/2021;Ride;Hybride Red Bull Multisport (2006); 879/2111 heen;63.37;57;02:59:55;02:23:55;05:49:56;Thursday;26.4;36.4;17;3;21;1,681;890;68;66;1;21;3;1;;Everyone;45.37;Vakantiewerk 😊;;Garmin Edge 520 Plus;5484013023
06/16/2021;Ride;Hybride Red Bull Multisport (2006); Ochtendrit;10.33;40;02:23:45;00:41:46;08:47:36;Wednesday;14.8;35.6;28;7;23;183;95;8;4;1;;;2;Yes;Only you;0.33;;;Garmin Edge 520 Plus;5478648218
06/15/2021;Ride;Hybride Red Bull Multisport (2006); Middagrit;13.59;43;02:52:39;00:56:12;17:16:59;Tuesday;14.5;32.0;27;8;22;233;115;8;4;1;;;1;Yes;Only you;0.06;;;Garmin Edge 520 Plus;5478648349
06/14/2021;Ride;Hybride Red Bull Multisport (2006); Schoorl aan zee;10.35;61;01:42:14;00:45:14;16:00:14;Monday;13.7;47.2;33;3;24;206;102;9;6;1;;;1;Yes;Only you;0.06;;;Garmin Edge 520 Plus;5469065915
6-12-2021;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;110.00;192;04:16:08;03:51:28;13:41:08;Saturday;28.5;63.7;50;-16;19;3,188;1,743;105;52;1;31;;2;;Everyone;1.18;;;Garmin Edge 520 Plus;5458526988
6-10-2021;Velomobile;QuestXS 174; 878/2110 terug;49.28;62;01:35:24;01:18:14;17:35:53;Thursday;37.8;55.8;25;1;23;1,525;1,274;8;2;1;19;9;3;;Everyone;38.19;En alweer in Ouderkerk op z'n kant ☹️☹️. Identieke bocht naar rechts de brug op maar dan aan de andere kant van de brug. Ging op zich niet te hard maar wind kwam eronder. Deze keer alleen schrammetje op m'n arm en Quest ziet er weer lelijk uit. Verzameling afgebroken rode spiegels n=2.;Yes;Garmin Edge 520 Plus;5447496268
6-10-2021;Velomobile;QuestXS 174; 878/2110 heen;47.76;49;01:17:53;01:16:25;05:18:41;Thursday;37.5;50.4;14;-2;15;1,515;1,14;6;;1;20;;;;Everyone;36.08;;;Garmin Edge 520 Plus;5444434662
6-8-2021;Velomobile;QuestXS 174; 877/2109 terug;48.33;43;01:19:20;01:16:07;17:56:46;Tuesday;38.1;52.2;24;0;23;1,468;1,238;8;1;1;25;2;4;;Everyone;37.46;;Yes;Garmin Edge 520 Plus;5436025357
6-8-2021;Velomobile;QuestXS 174; 877/2109 heen;47.63;34;01:18:57;01:18:57;05:23:40;Tuesday;36.2;57.2;12;-7;13;1,55;1,085;6;;1;18;;1;;Everyone;36.34;;;Garmin Edge 520 Plus;5432920156
6-5-2021;Ride;Single speed Schindelhauer Viktor (2018); Langs het Zwarte Paard;77.69;96;02:52:28;02:30:01;13:21:47;Saturday;31.1;43.2;27;-2;16;2,421;1,332;58;22;1;23;;1;;Everyone;1.08;;;Garmin Edge 520 Plus;5418099257
6-2-2021;Ride;Hybride Red Bull Multisport (2006); 876/2108 terug;55.75;82;02:10:14;01:54:28;17:07:41;Wednesday;29.2;41.0;15;-2;24;1,59;887;68;24;1;20;2;;;Everyone;36.26;;;Garmin Edge 520 Plus;5401859673
6-2-2021;Ride;Hybride Red Bull Multisport (2006); 876/2108 heen;45.81;62;01:33:33;01:31:55;05:30:30;Wednesday;29.9;40.0;8;-10;11;1,33;740;60;1;1;20;;2;;Everyone;36.28;;;Garmin Edge 520 Plus;5398515092
05/31/2021;Ride;Single speed Schindelhauer Viktor (2018); Eemspolder en Oost-Veluwe;144.01;152;06:53:29;05:27:47;09:10:14;Monday;26.4;41.0;62;-1;21;3,759;2,069;103;43;1;28;4;7;;Everyone;0.47;;;Garmin Edge 520 Plus;5388818780
05/28/2021;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;42.25;25;01:56:47;01:21:08;17:28:53;Friday;31.2;38.5;9;-5;16;1,37;714;40;12;1;25;;1;;Everyone;0.89;;;Garmin Edge 520 Plus;5373304489
05/27/2021;Velomobile;QuestXS 174; 875/2107 terug;49.50;44;01:17:53;01:14:33;17:26:55;Thursday;39.8;49.7;16;0;16;1,491;1,331;10;4;1;19;;;;Everyone;38.05;Niet echt opgestegen, maar laagvliegen lukte wel een stukje;;Garmin Edge 520 Plus;5367506176
05/27/2021;Velomobile;QuestXS 174; 875/2107 heen;47.83;50;01:26:55;01:25:23;05:23:36;Thursday;33.6;49.7;13;-4;11;1,59;957;6;;1;24;9;1;;Everyone;36.29;Bijna geen andere fietsers op de weg, wel ganzen, eenden en schapen.;;Garmin Edge 520 Plus;5364889591
05/20/2021;Velomobile;QuestXS 174; 874/2106 terug;48.62;56;01:26:16;01:19:47;17:33:19;Thursday;36.6;53.3;25;0;16;1,538;1,152;7;;1;23;2;1;;Everyone;36.39;;;Garmin Edge 520 Plus;5329798313
05/20/2021;Velomobile;QuestXS 174; 874/2106 heen;50.13;48;01:26:21;01:23:14;05:20:40;Thursday;36.1;49.7;14;-4;9;1,638;1,123;7;;1;28;2;1;;Everyone;36.29;Beetje mistig 👀;;Garmin Edge 520 Plus;5327002901
05/14/2021;Velomobile;QuestXS 174; Ochtendrit;45.69;43;01:19:30;01:17:36;06:27:29;Friday;35.3;63.7;26;-1;11;1,463;998;6;5;1;29;;1;;Everyone;1.16;;;Garmin Edge 520 Plus;5293615443
05/13/2021;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;80.48;71;03:10:10;02:45:24;13:45:26;Thursday;29.2;38.9;17;1;17;2,398;1,286;62;30;1;25;;2;;Everyone;0.02;;;Garmin Edge 520 Plus;5290429860
5-10-2021;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;60.15;87;02:01:47;02:01:32;17:38:13;Monday;29.7;41.0;22;-1;15;1,833;965;49;13;1;26;;;;Everyone;1.22;;;Garmin Edge 520 Plus;5274500932
5-9-2021;Ride;Single speed Schindelhauer Viktor (2018); Avondrit;40.44;18;01:16:22;01:16:22;19:07:02;Sunday;31.8;41.0;15;3;18;1,275;729;30;11;1;5;;;;Everyone;0.18;;;Garmin Edge 520 Plus;5270027387
04/27/2021;Ride;Single speed Schindelhauer Viktor (2018); Behoorlijk afstand gehouden vandaag;140.18;220;05:41:49;04:59:02;11:11:44;Tuesday;28.1;40.7;27;-2;14;4,01;2,156;119;90;1;30;2;1;;Everyone;0.80;;;Garmin Edge 520 Plus;5202154740
04/24/2021;Ride;Single speed Schindelhauer Viktor (2018); Voorthuizen back home;78.76;79;02:46:24;02:38:42;12:54:34;Saturday;29.8;42.1;34;2;12;2,417;1,333;69;40;1;22;;2;;Everyone;34.14;;;Garmin Edge 520 Plus;5183635992
04/20/2021;Velomobile;QuestXS 174; 873/2105 terug;51.12;41;01:21:29;01:20:02;17:36:31;Tuesday;38.3;52.2;17;-1;18;1,528;1,334;10;2;1;21;3;1;;Everyone;37.09;;Yes;Garmin Edge 520 Plus;5161572407
04/20/2021;Velomobile;QuestXS 174; 873/2105 heen;49.03;45;01:25:28;01:23:22;05:31:28;Tuesday;35.3;49.0;12;-6;9;1,598;1,055;6;;1;19;2;1;;Everyone;36.28;;;Garmin Edge 520 Plus;5158251500
04/19/2021;Velomobile;QuestXS 174; Trainspotting;32.90;42;01:21:55;00:51:52;13:21:27;Monday;38.1;55.8;14;0;16;1;851;6;6;1;24;1;2;;Everyone;1.90;Zoek de tien verschillen;;Garmin Edge 520 Plus;5154388567
04/18/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;57.11;97;01:52:34;01:51:33;13:12:48;Sunday;30.7;45.7;53;4;13;1,805;981;57;27;1;24;;;;Everyone;0.63;;;Garmin Edge 520 Plus;5148979525
04/18/2021;Walk;; Ankeveense plassen;5.83;5;01:37:15;01:18:38;09:47:28;Sunday;4.4;6.8;1;-4;15;87;;;;1;16;2;4;;Everyone;0.02;;;Garmin Edge 520 Plus;5148979254
04/16/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;100.17;130;03:53:00;03:32:27;15:47:17;Friday;28.3;38.9;25;3;11;2,896;1,52;55;24;1;27;2;3;;Everyone;0.44;;;Garmin Edge 520 Plus;5137911080
4-11-2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;55.06;102;02:04:49;01:53:25;15:56:29;Sunday;29.1;42.5;28;-21;4;1,575;881;50;23;1;16;4;1;;Everyone;0.02;Nieuwe bandjes!;;Garmin Edge 520 Plus;5109819310
4-9-2021;Ride;Single speed Schindelhauer Viktor (2018); Aarlanderveen;98.25;78;04:01:18;03:26:02;15:27:43;Friday;28.6;37.8;17;-3;10;2,874;1,518;103;43;1;23;2;2;;Everyone;0.82;;;Garmin Edge 520 Plus;5097919989
4-4-2021;Walk;; Kamerik;4.37;7;01:08:03;00:56:46;09:43:18;Sunday;4.6;6.5;-1;-5;15;76;;;;1;;;;Yes;Only you;0.03;;;Garmin Edge 520 Plus;5095939751
4-2-2021;Ride;Single speed Schindelhauer Viktor (2018); Buurtschap de Donk;115.46;141;05:51:44;04:16:28;10:57:25;Friday;27.0;38.5;16;-11;6;3,224;1,678;91;50;1;24;4;2;;Everyone;0.83;Aan de Broekwetering;;Garmin Edge 520 Plus;5056467847
03/31/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;100.16;109;04:10:12;03:32:56;15:19:00;Wednesday;28.2;43.2;47;1;21;2,871;1,613;102;50;1;27;1;3;;Everyone;0.02;;;Garmin Edge 520 Plus;5045181593
03/30/2021;Velomobile;QuestXS 174; 872/2104 terug;58.20;56;01:42:58;01:37:30;17:22:11;Tuesday;35.8;50.0;25;1;21;1,813;1,373;5;1;1;23;;2;;Everyone;37.47;;;Garmin Edge 520 Plus;5038844240
03/30/2021;Velomobile;QuestXS 174; 872/2104 heen;48.11;44;01:22:23;01:22:23;05:10:55;Tuesday;35.0;48.6;13;-5;7;1,555;1,053;6;1;1;25;4;1;;Everyone;36.30;Ging als een trein!;;Garmin Edge 520 Plus;5034987562
03/29/2021;Walk;; Polsbroek Vlist;5.71;7;01:49:26;01:18:49;13:01:43;Monday;4.3;6.1;0;-4;21;104;;;;1;18;;2;;Everyone;0.04;;;Garmin Edge 520 Plus;5032129293
03/26/2021;Ride;Single speed Schindelhauer Viktor (2018); Herstelrit 😋;122.99;210;05:02:02;04:40:29;14:31:56;Friday;26.3;45.0;40;0;10;3,435;1,761;85;49;1;27;2;3;;Everyone;0.82;Langs Hellouw & Jezus redt. En de ging zon weer schitterend onder.;;Garmin Edge 520 Plus;5015080900
03/25/2021;Velomobile;QuestXS 174; 871/2103 terug;49.54;62;01:30:27;01:22:16;16:27:01;Thursday;36.1;54.4;15;-1;13;1,581;1,191;4;;1;20;5;1;;Everyone;36.35;Ondanks dat iedereen nu wel weet dat ik altijd met de trein terugga, blijf ik de schijn ophouden met Strava manipulaties zoals deze 😎;;Garmin Edge 520 Plus;5009497869
03/25/2021;Velomobile;QuestXS 174; 871/2103 heen;46.32;42;01:22:02;01:10:37;05:11:22;Thursday;39.4;100.8;14;-2;9;1,024;987;4;;1;17;5;2;;Everyone;36.31;Garmin fail gevolgd door Strava fail: gunstig effect op gemiddelde! Meer dan 36,3 kan ik er zelf niet van maken.;;Garmin Edge 520 Plus;5006104718
03/22/2021;Ride;Single speed Schindelhauer Viktor (2018); Gooimeer;108.68;200;04:40:23;04:04:29;11:24:08;Monday;26.7;43.2;31;-1;5;2,926;1,76;85;57;1;22;;4;;Everyone;0.47;Met rondjes om de kerk in Bussum en Hilversum 🙄;Yes;Garmin Edge 520 Plus;4990774219
03/21/2021;Ride;Stadsfiets; Stadsfietsenritje langs de kust;38.82;148;03:24:32;02:43:13;09:49:28;Sunday;14.3;29.5;-5;-31;12;710;354;36;35;1;13;;1;;Everyone;0.51;;;Garmin Edge 520 Plus;4985046957
03/20/2021;Walk;; Duin;2.86;9;01:02:08;00:43:35;14:55:56;Saturday;3.9;10.4;17;10;15;47;;;;1;;;;Yes;Only you;0.02;;;Garmin Edge 520 Plus;4985046406
03/20/2021;Walk;; Kust;1.04;14;00:15:45;00:14:56;12:16:21;Saturday;4.2;5.4;15;1;14;26;;1;1;1;;;;Yes;Only you;0.65;;;Garmin Edge 520 Plus;4985046238
03/18/2021;Velomobile;QuestXS 174; 870/2102 terug;52.27;55;01:46:29;01:30:54;17:23:34;Thursday;34.5;68.0;17;-2;10;1,595;1,187;7;;1;18;4;;;Everyone;37.17;;;Garmin Edge 520 Plus;4968748125
03/18/2021;Velomobile;QuestXS 174; 870/2102 heen;48.71;42;01:33:21;01:25:04;05:52:27;Thursday;34.4;53.6;12;0;5;1,578;1,045;6;;1;19;;1;;Everyone;36.33;;;Garmin Edge 520 Plus;4965842288
03/14/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;77.77;102;03:03:17;02:48:32;16:08:34;Sunday;27.7;37.8;12;-5;4;2,258;1,166;68;25;1;22;4;1;;Everyone;0.45;;;Garmin Edge 520 Plus;4947675557
3-8-2021;Ride;Gravel bike Genesis CdA10 (2014); Zuidzijdse kade en Kerkepad;64.54;54;03:33:55;02:43:46;10:26:00;Monday;23.6;37.4;19;-2;9;1,654;1,457;42;9;1;18;;3;;Everyone;0.81;;;Garmin Edge 520 Plus;4912095571
3-7-2021;Ride;Single speed Schindelhauer Viktor (2018); Vierkante Plas;68.12;64;02:34:41;02:25:39;15:42:44;Sunday;28.1;35.3;13;-1;2;1,955;1,054;73;22;1;15;1;2;;Everyone;0.45;Door de Kievitsbuurt naar de Kalverstraat en Vierde Plas;;Garmin Edge 520 Plus;4908650817
3-7-2021;Walk;; Bert Bospad, Oostelijke Vechtplassen;4.53;3;01:29:12;01:03:16;09:57:22;Sunday;4.3;6.1;2;-2;15;312;;;;1;12;2;6;;Everyone;0.25;Open gebied met laagveenmoeras, voorzien van de Marten Toonderachtige benaming Westbroekse Zodden. Geheel dankzij de twee vierkantjes van Veloview die over dit gebied liggen. Alleen lopend te doorkruisen, vandaar.;;Garmin Edge 520 Plus;4905809639
3-3-2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;56.52;102;02:43:42;01:59:11;15:20:32;Wednesday;28.5;47.9;56;1;6;1,638;887;47;17;1;19;;;;Everyone;1.67;;;Garmin Edge 520 Plus;4884321230
3-1-2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;79.74;123;03:17:19;02:53:09;14:22:27;Monday;27.6;41.8;55;2;7;2,243;1,239;61;29;1;24;2;2;;Everyone;0.46;;;Garmin Edge 520 Plus;4872262070
02/28/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;62.88;96;02:22:12;02:09:49;15:05:11;Sunday;29.1;45.4;31;3;8;1,941;1,015;55;23;1;22;2;1;;Everyone;1.25;;;Garmin Edge 520 Plus;4867008664
02/27/2021;Ride;Single speed Schindelhauer Viktor (2018); Avondrit;60.94;85;02:16:24;02:08:33;16:27:51;Saturday;28.4;40.0;13;-3;5;1,769;943;64;36;1;25;2;3;;Everyone;0.02;;;Garmin Edge 520 Plus;4860696421
02/25/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;48.02;73;02:02:21;01:50:03;14:22:33;Thursday;26.2;43.9;14;-5;17;1,323;745;48;25;1;22;;1;;Everyone;0.01;Paar ontbrekende vierkantjes aangetikt. Eentje waar geen wegen doorheen gaan, alleen wandelpad (Noordzijdse kade). Eentje per ongeluk doorkruist, twee gemist, ook per ongeluk. Als je het niet al te goed voorbereid is het resultaat elke keer weer verrassend.;;Garmin Edge 520 Plus;4847871537
02/24/2021;Velomobile;QuestXS 174; 869/2101 terug;50.93;52;01:34:53;01:31:10;16:48:22;Wednesday;33.5;46.8;9;-4;16;1,633;1,119;6;;1;20;3;2;;Everyone;35.02;;;Garmin Edge 520 Plus;4843066026
02/24/2021;Velomobile;QuestXS 174; 869/2101 heen;50.89;40;01:45:26;01:32:40;06:22:57;Wednesday;32.9;52.6;13;0;10;1,65;1,053;4;;1;24;2;2;;Everyone;36.07;Work from Office;Yes;Garmin Edge 520 Plus;4840058862
02/22/2021;Ride;Gravel bike Genesis CdA10 (2014); Platgeslagen rondje Arnhem;138.20;216;06:13:46;05:10:55;10:44:36;Monday;26.7;40.7;44;-16;11;3,672;3,242;104;68;1;25;;3;;Everyone;0.00;;Yes;Garmin Edge 520 Plus;4830828801
02/20/2021;Ride;Gravel bike Genesis CdA10 (2014); Vanaf de pont;10.08;12;00:18:29;00:18:29;17:25:42;Saturday;32.7;40.3;10;-1;10;343;284;6;2;1;11;;2;;Everyone;7.83;Hoort bij de vorige, maar geen zin de files te mergen 😋;;Garmin Edge 520 Plus;4818974685
02/20/2021;Ride;Gravel bike Genesis CdA10 (2014); Naar de pont en naar de pont;93.84;170;06:03:50;04:32:19;11:04:09;Saturday;20.7;37.8;30;2;13;2,321;1,975;62;28;1;17;;5;;Everyone;9.74;;Yes;Garmin Edge 520 Plus;4818974708
02/19/2021;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;68.22;39;02:36:40;02:31:49;12:17:25;Friday;27.0;39.2;13;-5;7;1,869;1,62;86;34;1;20;;1;;Everyone;0.46;;;Garmin Edge 520 Plus;4811966682
02/17/2021;Ride;Gravel bike Genesis CdA10 (2014); Vanaf nu: vierkantjes dichtrijden, op de kaart die grote T 😊;54.15;107;02:07:37;02:04:20;12:04:05;Wednesday;26.1;42.5;24;2;7;1,522;1,259;49;6;1;16;3;3;;Everyone;0.81;Vandaag gestart met Veloview, op basis van 2,5 jaar Strava data. De veertig jaar daarvoor ontbreken, daardoor valt er nog genoeg te scoren. Schijnt verslavend te zijn.... Voor de rit max square 12, erna 13, dat schiet lekker op.;;Garmin Edge 520 Plus;4801700694
02/14/2021;Ride;MTB Cube Reaction C:62 Race (2018); Afternoon Ride;26.67;75;02:20:16;01:30:45;14:46:19;Sunday;17.6;28.8;20;-2;2;598;618;26;1;1;18;2;4;;Everyone;0.10;Rondje met fototoestel en verrekijker.;;Garmin Edge 520 Plus;4787308682
02/14/2021;IceSkate;; Fort Vechten;15.26;16;01:38:01;01:08:51;09:13:56;Sunday;13.3;26.6;9;1;16;252;;;;1;13;;6;;Everyone;0.03;Prachtig ijs, kan vandaag nog;;Garmin Edge 520 Plus;4784369725
02/13/2021;IceSkate;; Molenpolder;5.32;3;00:57:53;00:36:23;10:23:48;Saturday;8.8;19.4;3;0;15;89;;;;3;16;;5;;Everyone;0.03;Bike skate bike met Roos en Thomas;;Garmin Edge 520 Plus;4780077364
2-11-2021;Velomobile;QuestXS 174; Lunch Ride;40.77;12;01:42:21;01:32:38;12:33:04;Thursday;26.4;35.6;4;-2;4;1,12;602;5;;1;22;4;4;;Everyone;1.20;;;Garmin Edge 520 Plus;4770284723
2-6-2021;Velomobile;QuestXS 174; Middagrit;55.31;39;01:57:37;01:42:06;13:34:12;Saturday;32.5;52.6;19;1;5;1,74;1,139;7;4;1;21;4;5;;Everyone;1.22;;;Garmin Edge 520 Plus;4744566179
2-4-2021;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;42.86;58;01:35:17;01:30:02;12:27:00;Thursday;28.6;46.8;25;-12;10;1,013;716;27;5;1;21;2;1;;Everyone;0.80;;;Lezyne Super GPS Enhanced;4732901126
01/25/2021;Ride;Gravel bike Genesis CdA10 (2014); Afternoon Ride;64.54;89;02:40:43;02:25:40;13:14:44;Monday;26.6;36.4;41;-7;2;1,694;1,505;63;14;1;17;1;3;;Everyone;1.12;;;Garmin Edge 520 Plus;4679179853
01/23/2021;Velomobile;QuestXS 174; Lunch Ride;57.50;58;01:46:19;01:35:48;12:59:53;Saturday;36.0;58.7;18;3;7;1,852;1,357;12;6;1;25;;1;;Everyone;0.02;;;Garmin Edge 520 Plus;4667773960
01/17/2021;Ride;Single speed Schindelhauer Viktor (2018); Afternoon ride;61.58;90;02:10:44;02:09:33;13:53:52;Sunday;28.5;45.7;23;-23;3;1,771;941;68;26;1;18;;3;;Everyone;1.15;Met zon gestart, maar laatste 20 km in de regen. Foto's van de ochtendwandeling.;;Garmin Edge 520 Plus;4636707590
01/16/2021;Velomobile;QuestXS 174; 🌨️🌨️🌧️😊😊😊;19.54;17;01:04:41;00:48:46;16:55:29;Saturday;24.0;39.2;10;2;3;505;301;1;;1;21;3;6;;Everyone;0.46;;;Garmin Edge 520 Plus;4631042444
01/13/2021;Velomobile;QuestXS 174; Evening Ride;43.31;14;01:23:17;01:18:01;18:51:20;Wednesday;33.3;55.1;9;-2;6;1,325;918;7;3;1;13;2;2;;Everyone;1.16;Nieuwe winterbanden en de eerder genoemde bouwlamp. Die is werkelijk asociaal 🙄, maar snel te bedienen vanaf het stuur, als je de juiste knop kan vinden. Banden niet echt langzamer dan de zomerbanden, dat valt erg mee. Kortom, blije rijder!;;Garmin Edge 520 Plus;4615939184
1-10-2021;Ride;Gravel bike Genesis CdA10 (2014); Afternoon Ride;63.77;33;02:31:50;02:26:24;13:22:00;Sunday;26.1;35.6;-27;-38;1;1,702;1,489;59;7;1;16;;2;;Everyone;0.46;;;Garmin Edge 520 Plus;4598906783
1-9-2021;Ride;Gravel bike Genesis CdA10 (2014); Naar de pont en weer terug 😊;58.83;21;02:14:43;02:10:32;13:05:04;Saturday;27.0;33.5;16;2;2;1,538;1,377;45;6;1;16;;1;;Everyone;0.14;;;Garmin Edge 520 Plus;4592616935
1-7-2021;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;43.44;36;01:45:33;01:40:21;12:50:55;Thursday;26.0;33.5;22;1;1;1,126;982;28;7;1;16;;1;;Everyone;1.02;Beetje nat 😋;;Garmin Edge 520 Plus;4581702660
1-2-2021;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;60.14;131;02:37:20;02:30:16;12:14:08;Saturday;24.0;35.6;57;-1;;1,51;1,343;55;11;1;20;;2;;Everyone;1.15;Stukje samen naar de Moestuin in Utrecht, Jeanet op de 26 inch step. Daarna o.a. over de immense baan van de vliegbasis Soesterberg. En stukje kasseien gevonden 😊.;;Garmin Edge 520 Plus;4554931319
1-1-2021;Ride;Gravel bike Genesis CdA10 (2014); Verjaardagsrit Luttik met Eric himself, Ruud en Hugo.;66.04;49;04:29:47;02:50:46;12:08:08;Friday;23.2;37.4;12;-3;1;1,564;1,402;58;26;1;26;3;3;;Everyone;0.00;Hollandse wintersport 😊;Yes;Garmin Edge 520 Plus;4549557040
12/31/2020;Velomobile;QuestXS 174; Testrit, de vaart zit er weer in! Plus koffie bezoekje ☕;25.22;10;01:34:03;00:43:08;08:37:03;Thursday;35.1;53.3;4;-1;6;779;595;7;4;1;14;;4;;Everyone;0.04;"Testritje verlichting plus onderhoud. Extra verlichting naast linkerspiegel, type bouwlamp, daarom met draadloze afstandbediening te bedienen vanaf het stuur, heel cool. Helaas niet echt donker meer toen ik vertrok. Gisteren wat technische updates laten doen bij Peter de Rond. Voor de liefhebber: fijnafstelling in linker stuurstang ingebouwd en daarna sporing gecorrigeerd; Rotor Q ring (53) ter vervanging van standaard kettingblad; deelbaar te openen kettingrolhouder, hetgeen onderhoud behoorlijk versimpelt; Banden opgepompt 😊l Leerzame dag ook nog!";Yes;Garmin Edge 520 Plus;4542978153
12/28/2020;Ride;Gravel bike Genesis CdA10 (2014); Morning Ride;76.87;137;02:56:15;02:52:22;10:54:58;Monday;26.8;37.8;97;59;1;2,153;1,839;76;26;1;17;;2;;Everyone;1.22;;;Garmin Edge 520 Plus;4529238855
12/24/2020;Ride;MTB Cube Reaction C:62 Race (2018); Afternoon Ride;41.71;77;02:29:05;02:06:57;13:22:17;Thursday;19.7;32.8;18;-15;2;926;1,039;73;8;1;20;2;2;;Everyone;0.89;;;Garmin Edge 520 Plus;4512661096
12/22/2020;Ride;Gravel bike Genesis CdA10 (2014); 868/2018 heen&terug;100.55;95;04:01:37;03:35:29;10:11:53;Tuesday;28.0;40.0;9;-31;6;2,833;2,435;115;36;1;18;2;2;;Everyone;0.41;Mooie van thuiswerken is dat je in de vakantie als uitje naar kantoor kunt fietsen. Gelijk maar de nieuwe toegangspas opgehaald, wie weet ga ik hem ooit nog nodig hebben 😋.;;Garmin Edge 520 Plus;4503978456
12/20/2020;Velomobile;QuestXS 174; Quest of(f) course;80.01;73;02:54:27;02:42:54;10:25:52;Sunday;29.5;42.1;14;0;12;2,557;1,381;5;;1;20;2;2;;Everyone;2.03;;;Garmin Edge 520 Plus;4495631047
12/19/2020;Ride;Gravel bike Genesis CdA10 (2014); Lunch Ride;75.80;144;03:02:09;02:55:42;11:23:59;Saturday;25.9;37.1;46;2;7;1,997;1,755;57;21;1;15;;2;;Everyone;1.01;;;Garmin Edge 520 Plus;4491172259
12/16/2020;Ride;Gravel bike Genesis CdA10 (2014); Afternoon Ride;33.99;49;01:37:29;01:30:37;14:59:44;Wednesday;22.5;39.6;20;5;5;899;746;24;4;1;12;;4;;Everyone;0.46;;;Garmin Edge 520 Plus;4479774548
12/14/2020;Ride;Gravel bike Genesis CdA10 (2014); Afternoon Ride;78.04;112;03:04:54;03:00:16;13:11:02;Monday;26.0;42.5;31;-4;7;2,033;1,767;68;12;1;16;2;2;;Everyone;1.21;;Yes;Garmin Edge 520 Plus;4471560324
12/13/2020;Velomobile;QuestXS 174; Lunch Ride;44.18;60;01:37:01;01:15:47;11:10:49;Sunday;35.0;51.8;14;1;10;1,423;997;11;3;1;13;4;2;;Everyone;2.00;Eerste keer met de gisteren opgehaalde racekap van Velomobiel.nl. Supermooi! Al laten vallen dus op eerste krassen hoef ik niet meer te wachten 😋.;;Garmin Edge 520 Plus;4466932679
